,manager,href,href_text,alt,img
282,Ryan Kelly,https://www.hennessyfunds.com/people/ryan-kelley,"Ryan C. Kelley | Hennessy Funds
hennessyfunds.com",Ryan C. Kelley | Hennessy Funds,/Users/jsusser/Desktop/managers/Ryan Kelly/5PBHAX US equity Ryan Kelly.jpg
283,Ryan Kelly,https://www.linkedin.com/in/rpkelly,"Ryan Kelly - CTO - Capital Rx | LinkedIn
linkedin.com",Ryan Kelly - CTO - Capital Rx | LinkedIn,/Users/jsusser/Desktop/managers/Ryan Kelly/6PBHAX US equity Ryan Kelly.jpg
284,Ryan Kelly,https://www.hennessyfunds.com/people/ryan-kelley,"Ryan C. Kelley | Hennessy Funds
hennessyfunds.com",Ryan C. Kelley | Hennessy Funds,/Users/jsusser/Desktop/managers/Ryan Kelly/7PBHAX US equity Ryan Kelly.jpg
285,Ryan Kelly,https://www.hennessyfunds.com/people/ryan-kelley,"Ryan C. Kelley | Hennessy Funds
hennessyfunds.com",Ryan C. Kelley | Hennessy Funds,/Users/jsusser/Desktop/managers/Ryan Kelly/9PBHAX US equity Ryan Kelly.jpg
286,Ryan Kelly,https://www.hennessyfunds.com/people/ryan-kelley,"Ryan C. Kelley | Hennessy Funds
hennessyfunds.com",Ryan C. Kelley | Hennessy Funds,/Users/jsusser/Desktop/managers/Ryan Kelly/10PBHAX US equity Ryan Kelly.jpg
287,Daniel Thorogood,https://sectiononleadership.org/,"AALS Section on Leadership
sectiononleadership.org",AALS Section on Leadership,/Users/jsusser/Desktop/managers/Daniel Thorogood/16PBHAX US equity Daniel Thorogood.jpg
288,Patrick Mitchell,https://www.linkedin.com/in/patrickjmitchell,"PATRICK MITCHELL - Head Of Distribution ...
linkedin.com",PATRICK MITCHELL - Head Of Distribution - Sonder Inc. | LinkedIn,/Users/jsusser/Desktop/managers/Patrick Mitchell/1SGYAX US equity Patrick Mitchell.jpg
289,Patrick Mitchell,https://www.bizjournals.com/sanfrancisco/potmsearch/detail/submission/6464392/Patrick_Mitchell,"Patrick Mitchell | People on The Move ...
bizjournals.com",Patrick Mitchell | People on The Move - San Francisco Business Times,/Users/jsusser/Desktop/managers/Patrick Mitchell/5SGYAX US equity Patrick Mitchell.jpg
290,Patrick Mitchell,https://www.bizjournals.com/sanfrancisco/potmsearch/detail/submission/6464392/Patrick_Mitchell,"Patrick Mitchell | People on The Move ...
bizjournals.com",Patrick Mitchell | People on The Move - San Francisco Business Times,/Users/jsusser/Desktop/managers/Patrick Mitchell/6SGYAX US equity Patrick Mitchell.jpg
291,Paul Benson,https://www.linkedin.com/in/paul-w-benson,"Paul Benson - Partner - Heidrick ...
linkedin.com",Paul Benson - Partner - Heidrick & Struggles | LinkedIn,/Users/jsusser/Desktop/managers/Paul Benson/1HCHYX US equity Paul Benson.jpg
292,Paul Benson,https://www.mellon.com/about-us/our-people/bio/-/asset_publisher/P8wHjlAttYMI/content/paul-l.-benson-cfa-caia/264414,"Paul L. Benson, CFA, CAIA | Mellon ...
mellon.com","Paul L. Benson, CFA, CAIA | Mellon Investments Corporation",/Users/jsusser/Desktop/managers/Paul Benson/2HCHYX US equity Paul Benson.jpg
293,Brad Conger,https://www.ai-cio.com/news/hirtle-callaghan-goes-tactical-2019/,"Hirtle Callaghan Goes Tactical in 2019 ...
ai-cio.com",Hirtle Callaghan Goes Tactical in 2019 | Chief Investment Officer,/Users/jsusser/Desktop/managers/Brad Conger/1HCHYX US equity Brad Conger.jpg
294,Brad Conger,https://www.hirtlecallaghan.com/blog/meet-brad-conger/,"Meet Brad Conger – Hirtle Callaghan
hirtlecallaghan.com",Meet Brad Conger – Hirtle Callaghan,/Users/jsusser/Desktop/managers/Brad Conger/2HCHYX US equity Brad Conger.jpg
295,Brad Conger,https://www.crunchbase.com/person/brad-conger,"Brad Conger - Investment Research ...
crunchbase.com",Brad Conger - Investment Research @ Hirtle Callaghan & Co - Crunchbase  Person Profile,/Users/jsusser/Desktop/managers/Brad Conger/3HCHYX US equity Brad Conger.jpg
296,Brad Conger,https://www.hirtlecallaghan.com/leadership/,"Leadership – Hirtle Callaghan
hirtlecallaghan.com",Leadership – Hirtle Callaghan,/Users/jsusser/Desktop/managers/Brad Conger/7HCHYX US equity Brad Conger.jpg
297,Stephanie Shu,https://www.mellon.com/about-us/our-people/bio/-/asset_publisher/P8wHjlAttYMI/content/stephanie-shu-cfa/264414,"Stephanie Shu, CFA | Mellon Investments ...
mellon.com","Stephanie Shu, CFA | Mellon Investments Corporation",/Users/jsusser/Desktop/managers/Stephanie Shu/1HCHYX US equity Stephanie Shu.jpg
298,Manuel Hayes,https://www.mellon.com/about-us/our-people/bio/-/asset_publisher/P8wHjlAttYMI/content/manuel-hayes/264414,"Manuel Hayes | Mellon Investments ...
mellon.com",Manuel Hayes | Mellon Investments Corporation,/Users/jsusser/Desktop/managers/Manuel Hayes/1HCHYX US equity Manuel Hayes.jpg
299,Michael Edmonds,https://www.linkedin.com/in/moedmonds,"Michael Edmonds - Vice President ...
linkedin.com","Michael Edmonds - Vice President - Parker, Smith & Feek | LinkedIn",/Users/jsusser/Desktop/managers/Michael Edmonds/1HCHYX US equity Michael Edmonds.jpg
300,Clint Talmo,https://www.pionline.com/article/20170123/PRINT/301239991/overlay-managers-offer-small-funds-help-on-external-trading,"Overlay managers offer small funds help ...
pionline.com",Overlay managers offer small funds help on external trading,/Users/jsusser/Desktop/managers/Clint Talmo/4HCHYX US equity Clint Talmo.jpg
301,Justin Henne,https://www.parametricportfolio.com/about/our-people/justin-henne,"Justin Henne | Parametric Portfolio
parametricportfolio.com",Justin Henne | Parametric Portfolio,/Users/jsusser/Desktop/managers/Justin Henne/1HCHYX US equity Justin Henne.jpg
302,Jason Nelson,https://www.newschannel6now.com/story/18907281/ok-rep-jason-nelson-statement-on-supreme-court-health-care-ruling,"Okla. Rep. Jason Nelson Statement On ...
newschannel6now.com",Okla. Rep. Jason Nelson Statement On Supreme Court Health Care Ruling,/Users/jsusser/Desktop/managers/Jason Nelson/1HCHYX US equity Jason Nelson.jpg
303,Jason Nelson,https://www.linkedin.com/in/jason-nelson-jd-cfp-b48438a5,"Jason Nelson, JD, CFP - Financial ...
linkedin.com","Jason Nelson, JD, CFP - Financial Consultant - Global Financial Resources,  LLC | LinkedIn",/Users/jsusser/Desktop/managers/Jason Nelson/2HCHYX US equity Jason Nelson.jpg
304,Jason Nelson,https://www.linkedin.com/in/jason-nelson-jd-cfp-b48438a5,"Jason Nelson, JD, CFP - Financial ...
linkedin.com","Jason Nelson, JD, CFP - Financial Consultant - Global Financial Resources,  LLC | LinkedIn",/Users/jsusser/Desktop/managers/Jason Nelson/4HCHYX US equity Jason Nelson.jpg
305,"Timothy J Jossart ""Tim""",https://www.westernsouthern.com/fortwashington/about/people/fixed-income-team/timothy-jossart,"Timothy Jossart, CFA | Fort Washington ...
westernsouthern.com","Timothy Jossart, CFA | Fort Washington Investment Advisors, Inc","/Users/jsusser/Desktop/managers/Timothy J Jossart ""Tim""/1HCHYX US equity Timothy J Jossart ""Tim"".jpg"
306,"Timothy J Jossart ""Tim""",https://www.crunchbase.com/person/timothy-j-jossart,"Timothy J. Jossart - Assistant Vice ...
crunchbase.com","Timothy J. Jossart - Assistant Vice President, Assistant Portfolio Manager  and Senior Credit Analyst @ Fort Washington Capital Partners Group -  Crunchbase Person Profile","/Users/jsusser/Desktop/managers/Timothy J Jossart ""Tim""/2HCHYX US equity Timothy J Jossart ""Tim"".jpg"
307,Garrick T Bauer,https://www.crunchbase.com/person/garrick-t-bauer,"Garrick T. Bauer - Assistant Vice ...
crunchbase.com",Garrick T. Bauer - Assistant Vice President and Senior Credit Analyst @  Fort Washington Capital Partners Group - Crunchbase Person Profile,/Users/jsusser/Desktop/managers/Garrick T Bauer/2HCHYX US equity Garrick T Bauer.jpg
308,Garrick T Bauer,https://www.crunchbase.com/person/garrick-t-bauer,"Garrick T. Bauer - Assistant Vice ...
crunchbase.com",Garrick T. Bauer - Assistant Vice President and Senior Credit Analyst @  Fort Washington Capital Partners Group - Crunchbase Person Profile,/Users/jsusser/Desktop/managers/Garrick T Bauer/4HCHYX US equity Garrick T Bauer.jpg
309,James McGiveran,https://www.franklintempleton.com/investor/investments-and-solutions/investment-options/mutual-funds/overview/105/franklin-high-income-fund/FHAIX,"Franklin High Income Fund - FHAIX
franklintempleton.com",Franklin High Income Fund - FHAIX,/Users/jsusser/Desktop/managers/James McGiveran/3FHAIX US equity James McGiveran.jpg
310,James McGiveran,https://www.franklintempleton.com/investor/investments-and-solutions/investment-options/mutual-funds/overview/105/franklin-high-income-fund/FHAIX,"Franklin High Income Fund - FHAIX
franklintempleton.com",Franklin High Income Fund - FHAIX,/Users/jsusser/Desktop/managers/James McGiveran/4FHAIX US equity James McGiveran.jpg
311,Bryant Dieffenbacher,https://www.franklintempleton.com/investor/investments-and-solutions/investment-options/mutual-funds/overview/105/franklin-high-income-fund/FHAIX,"Franklin High Income Fund - FHAIX
franklintempleton.com",Franklin High Income Fund - FHAIX,/Users/jsusser/Desktop/managers/Bryant Dieffenbacher/3FHAIX US equity Bryant Dieffenbacher.jpg
312,Bryant Dieffenbacher,https://www.franklintempleton.com/investor/investments-and-solutions/investment-options/mutual-funds/overview/105/franklin-high-income-fund/FHAIX,"Franklin High Income Fund - FHAIX
franklintempleton.com",Franklin High Income Fund - FHAIX,/Users/jsusser/Desktop/managers/Bryant Dieffenbacher/4FHAIX US equity Bryant Dieffenbacher.jpg
313,Brian P Kennedy,https://info.loomissayles.com/hubfs/BrianKennedy.pdf,"Brian P. Kennedy
info.loomissayles.com",Brian P. Kennedy,/Users/jsusser/Desktop/managers/Brian P Kennedy/1LSIOX US equity Brian P Kennedy.jpg
314,Brian P Kennedy,https://iaclarington.com/portfolio-managers/loomis-sayles-and-company/brian-kennedy,"Brian P Kennedy
iaclarington.com",Brian P Kennedy,/Users/jsusser/Desktop/managers/Brian P Kennedy/2LSIOX US equity Brian P Kennedy.jpg
315,Todd P Vandam,https://www.loomissayles.com/internet/internetdata.nsf/%28BiosByAlias%29/Todd%20Vandam/$FILE/ToddVandam.pdf,"Todd P. Vandam, CFA
loomissayles.com","Todd P. Vandam, CFA",/Users/jsusser/Desktop/managers/Todd P Vandam/1LSIOX US equity Todd P Vandam.jpg
316,Todd P Vandam,https://www.im.natixis.com/latam/funds/loomis-sayles-strategic-alpha-bond-fund/lu0556613759,"Loomis Sayles Strategic Alpha Bond Fund ...
im.natixis.com",Loomis Sayles Strategic Alpha Bond Fund - LU0556613759 | Natixis Investment  Managers,/Users/jsusser/Desktop/managers/Todd P Vandam/10LSIOX US equity Todd P Vandam.jpg
317,Bryan C Krug,https://www.artisanpartners.com/content/dam/documents/pm-viewpoints/vr/Viewpoints-Investor-Update-with-Bryan-Krug-vR.pdf,"Viewpoints
artisanpartners.com",Viewpoints,/Users/jsusser/Desktop/managers/Bryan C Krug/2APDFX US equity Bryan C Krug.jpg
318,Bryan C Krug,https://www.advisorselect.com/transcript/artisan-partners-credit-team-investment-philosophy-and-process/artisan-partners-credit-team-investment-philosophy-and-process,"Artisan Partners Credit Team ...
advisorselect.com",Advisorselect - Artisan Partners Credit Team - Investment Philosophy and  Process,/Users/jsusser/Desktop/managers/Bryan C Krug/3APDFX US equity Bryan C Krug.jpg
319,Kevin Ziets,https://www.linkedin.com/in/kevin-ziets-59b43248,"Kevin Ziets - High Yield Sr Analyst ...
linkedin.com",Kevin Ziets - High Yield Sr Analyst - Muzinich & Co | LinkedIn,/Users/jsusser/Desktop/managers/Kevin Ziets/3MZHSX US equity Kevin Ziets.jpg
320,Kevin Ziets,https://www.linkedin.com/in/kevin-ziets-59b43248,"Kevin Ziets - High Yield Sr Analyst ...
linkedin.com",Kevin Ziets - High Yield Sr Analyst - Muzinich & Co | LinkedIn,/Users/jsusser/Desktop/managers/Kevin Ziets/4MZHSX US equity Kevin Ziets.jpg
321,Kevin Ziets,https://www.linkedin.com/in/kevin-ziets-59b43248,"Kevin Ziets - High Yield Sr Analyst ...
linkedin.com",Kevin Ziets - High Yield Sr Analyst - Muzinich & Co | LinkedIn,/Users/jsusser/Desktop/managers/Kevin Ziets/5MZHSX US equity Kevin Ziets.jpg
322,Kevin Ziets,https://www.theadvocate.com/baton_rouge/news/business/article_ffb49baa-c2dd-11ea-954a-5fd878d56e3b.html,"Baton Rouge, New Orleans area People in ...
theadvocate.com","Baton Rouge, New Orleans area People in Business for July 19, 2020 |  Business | theadvocate.com",/Users/jsusser/Desktop/managers/Kevin Ziets/7MZHSX US equity Kevin Ziets.jpg
323,Kevin Ziets,https://issuu.com/thebuzzmagazines/docs/buzz_bell_oct20,"The Bellaire Buzz - October 2020 by The ...
issuu.com",The Bellaire Buzz - October 2020 by The Buzz Magazines - issuu,/Users/jsusser/Desktop/managers/Kevin Ziets/8MZHSX US equity Kevin Ziets.jpg
324,Kevin Ziets,https://issuu.com/thebuzzmagazines/docs/buzz_mem_oct20,"The Memorial Buzz - October 2020 by The ...
issuu.com",The Memorial Buzz - October 2020 by The Buzz Magazines - issuu,/Users/jsusser/Desktop/managers/Kevin Ziets/10MZHSX US equity Kevin Ziets.jpg
325,Bryan Petermann,https://stgpartners.com/who-we-are/,"Who We Are - STG
stgpartners.com",Who We Are - STG,/Users/jsusser/Desktop/managers/Bryan Petermann/8MZHSX US equity Bryan Petermann.jpg
326,"William P Zox ""Bill""",https://www.sec.gov/Archives/edgar/data/1032423/000119312517065278/d356565d485apos.htm,"485ABPOS
sec.gov",485ABPOS,"/Users/jsusser/Desktop/managers/William P Zox ""Bill""/10DHHAX US equity William P Zox ""Bill"".jpg"
327,Suken Patel,https://www.sec.gov/Archives/edgar/data/1032423/000119312517065278/d356565d485apos.htm,"485ABPOS
sec.gov",485ABPOS,/Users/jsusser/Desktop/managers/Suken Patel/11DHHAX US equity Suken Patel.jpg
328,John McClain,https://www.sec.gov/Archives/edgar/data/1032423/000119312517065278/d356565d485apos.htm,"485ABPOS
sec.gov",485ABPOS,/Users/jsusser/Desktop/managers/John McClain/15DHHAX US equity John McClain.jpg
329,Paul Brigandi,https://www.businessinsider.com/the-worst-mutual-fund-managers-of-2010-2011-1,"Business Insider
businessinsider.com",Business Insider,/Users/jsusser/Desktop/managers/Paul Brigandi/1DXHYX US equity Paul Brigandi.jpg
330,Paul Brigandi,https://www.businessinsider.com/the-worst-mutual-fund-managers-of-2010-2011-1,"Business Insider
businessinsider.com",Business Insider,/Users/jsusser/Desktop/managers/Paul Brigandi/5DXHYX US equity Paul Brigandi.jpg
331,Paul Brigandi,https://www.businessinsider.com/the-worst-mutual-fund-managers-of-2010-2011-1,"Business Insider
businessinsider.com",Business Insider,/Users/jsusser/Desktop/managers/Paul Brigandi/9DXHYX US equity Paul Brigandi.jpg
332,Tony Ng,https://hk.linkedin.com/in/tony-ng-96491b9b,"Tony Ng - Prime Trading Services - 瑞士 ...
hk.linkedin.com",Tony Ng - Prime Trading Services - 瑞士信貸 | LinkedIn,/Users/jsusser/Desktop/managers/Tony Ng/1DXHYX US equity Tony Ng.jpg
333,Tony Ng,https://hk.linkedin.com/in/tony-ng-96491b9b,"Tony Ng - Prime Trading Services - 瑞士 ...
hk.linkedin.com",Tony Ng - Prime Trading Services - 瑞士信貸 | LinkedIn,/Users/jsusser/Desktop/managers/Tony Ng/3DXHYX US equity Tony Ng.jpg
334,Tony Ng,https://hk.linkedin.com/in/tony-ng-96491b9b,"Tony Ng - Prime Trading Services - 瑞士 ...
hk.linkedin.com",Tony Ng - Prime Trading Services - 瑞士信貸 | LinkedIn,/Users/jsusser/Desktop/managers/Tony Ng/8DXHYX US equity Tony Ng.jpg
335,Tony Ng,https://hk.linkedin.com/in/tony-ng-96491b9b,"Tony Ng - Prime Trading Services - 瑞士 ...
hk.linkedin.com",Tony Ng - Prime Trading Services - 瑞士信貸 | LinkedIn,/Users/jsusser/Desktop/managers/Tony Ng/10DXHYX US equity Tony Ng.jpg
336,Tony Ng,https://hk.linkedin.com/in/tony-ng-96491b9b,"Tony Ng - Prime Trading Services - 瑞士 ...
hk.linkedin.com",Tony Ng - Prime Trading Services - 瑞士信貸 | LinkedIn,/Users/jsusser/Desktop/managers/Tony Ng/11DXHYX US equity Tony Ng.jpg
337,Craig P Russ,https://citywireselector.com/manager/craig-p-russ/d20420,"Craig P. Russ | Fund Manager Fact Sheet ...
citywireselector.com","Craig P. Russ | Fund Manager Fact Sheet | Eaton Vance Management USA,  Calvert Funds, Eaton Vance Management | Citywire",/Users/jsusser/Desktop/managers/Craig P Russ/1IAIRX US equity Craig P Russ.jpg
338,Craig P Russ,https://www.linkedin.com/in/ira-russ,"Ira Russ - Senior Security Manager ...
linkedin.com",Ira Russ - Senior Security Manager - VERISIGN | LinkedIn,/Users/jsusser/Desktop/managers/Craig P Russ/2IAIRX US equity Craig P Russ.jpg
